state;action_reward;n_state
288&3|129&3|9&4|307&4|276&4|301&3|313&5|324&3|328&4|126&3|237&4|326&4;13&4|150&3|15&4|124&3;288&3|129&3|9&4|307&4|276&4|301&3|313&5|324&3|328&4|126&3|237&4|326&4|13&4|150&3|15&4|124&3
31&2|7&5|82&4|581&2|79&2|431&2|684&3|181&5|810&2|770&2|576&5|233&4;219&3|1222&3|255&5|802&3;31&2|7&5|82&4|581&2|79&2|431&2|684&3|181&5|810&2|770&2|576&5|233&4|219&3|1222&3|255&5|802&3
300&3|264&3|147&2|318&5|55&3|69&3|496&5|185&4|709&4|657&4|648&4|181&3;494&3|216&3|631&4|732&3;300&3|264&3|147&2|318&5|55&3|69&3|496&5|185&4|709&4|657&4|648&4|181&3|494&3|216&3|631&4|732&3
518&4|190&3|199&5|475&4|306&4|325&2|582&3|357&5|215&4|1128&1|271&2|855&4;387&3|208&4|517&5|216&4;518&4|190&3|199&5|475&4|306&4|325&2|582&3|357&5|215&4|1128&1|271&2|855&4|387&3|208&4|517&5|216&4
748&3|11&3|744&1|893&3|325&1|282&4|135&1|658&1|544&1|125&3|632&2|731&4;977&2|1441&3|925&3|1053&3;748&3|11&3|744&1|893&3|325&1|282&4|135&1|658&1|544&1|125&3|632&2|731&4|977&2|1441&3|925&3|1053&3
744&3|546&4|471&5|274&3|15&5|273&3|591&4|742&5|685&4|1028&4|222&4|815&4;820&2|751&5|841&4|750&3;744&3|546&4|471&5|274&3|15&5|273&3|591&4|742&5|685&4|1028&4|222&4|815&4|820&2|751&5|841&4|750&3
183&4|202&5|968&4|195&3|310&4|651&4|501&3|205&5|480&5|554&5|424&1|79&4;484&5|211&4|498&5|194&4;183&4|202&5|968&4|195&3|310&4|651&4|501&3|205&5|480&5|554&5|424&1|79&4|484&5|211&4|498&5|194&4
595&5|26&3|748&3|172&3|238&3|1119&4|721&3|1028&4|537&4|693&5|381&4|507&4;585&3|1178&3|649&5|161&4;595&5|26&3|748&3|172&3|238&3|1119&4|721&3|1028&4|537&4|693&5|381&4|507&4|585&3|1178&3|649&5|161&4
568&5|470&4|455&3|177&5|215&5|566&4|407&2|1052&2|66&4|151&5|210&4|199&5;202&4|185&5|194&3|1116&4;568&5|470&4|455&3|177&5|215&5|566&4|407&2|1052&2|66&4|151&5|210&4|199&5|202&4|185&5|194&3|1116&4
77&3|205&5|294&4|417&4|96&4|747&2|234&5|523&5|10&2|516&4|399&5|1046&4;258&4|210&5|873&4|538&3;77&3|205&5|294&4|417&4|96&4|747&2|234&5|523&5|10&2|516&4|399&5|1046&4|258&4|210&5|873&4|538&3
96&4|516&4|515&1|195&4|242&3|318&1|204&3|286&1|423&3|604&5|173&2|172&3;283&3|484&4|191&2|179&1;96&4|516&4|515&1|195&4|242&3|318&1|204&3|286&1|423&3|604&5|173&2|172&3|283&3|484&4|191&2|179&1
484&4|100&4|154&4|251&4|151&3|286&3|1019&3|521&4|275&3|12&4|1154&3|50&3;922&5|137&4|664&5|124&4;484&4|100&4|154&4|251&4|151&3|286&3|1019&3|521&4|275&3|12&4|1154&3|50&3|922&5|137&4|664&5|124&4
249&2|455&2|301&2|295&3|117&5|286&4|1013&3|274&4|291&4|748&4|282&3|815&4;172&5|105&4|79&3|22&5;249&2|455&2|301&2|295&3|117&5|286&4|1013&3|274&4|291&4|748&4|282&3|815&4|172&5|105&4|79&3|22&5
170&5|56&4|300&4|242&4|481&5|483&5|659&5|22&4|183&4|344&4|176&3|172&5;615&4|1121&5|141&4|495&4;170&5|56&4|300&4|242&4|481&5|483&5|659&5|22&4|183&4|344&4|176&3|172&5|615&4|1121&5|141&4|495&4
291&4|619&3|274&4|323&4|751&3|260&3|118&4|1025&4|742&4|977&3|678&3|974&4;840&3|472&5|823&2|597&4;291&4|619&3|274&4|323&4|751&3|260&3|118&4|1025&4|742&4|977&3|678&3|974&4|840&3|472&5|823&2|597&4
1162&1|988&2|137&2|1086&1|281&2|1328&1|1342&1|829&1|1198&1|878&1|884&1|874&1;825&1|411&3|823&2|370&2;1162&1|988&2|137&2|1086&1|281&2|1328&1|1342&1|829&1|1198&1|878&1|884&1|874&1|825&1|411&3|823&2|370&2
338&4|751&4|288&2|342&4|405&3|538&3|117&4|100&3|259&3|1&5|313&4|300&3;15&3|25&3|9&4|282&4;338&4|751&4|288&2|342&4|405&3|538&3|117&4|100&3|259&3|1&5|313&4|300&3|15&3|25&3|9&4|282&4
50&5|298&3|243&2|748&1|269&3|309&3|307&2|257&5|328&2|127&4|988&1|687&2;340&2|1023&3|990&2|720&2;50&5|298&3|243&2|748&1|269&3|309&3|307&2|257&5|328&2|127&4|988&1|687&2|340&2|1023&3|990&2|720&2
248&4|602&3|258&4|202&3|597&2|751&4|134&4|172&4|209&3|380&3|476&2|294&3;408&4|1020&3|640&3|516&3;248&4|602&3|258&4|202&3|597&2|751&4|134&4|172&4|209&3|380&3|476&2|294&3|408&4|1020&3|640&3|516&3
313&3|300&4|50&4|597&3|121&4|405&4|255&3|1&3|127&3|866&3|181&4|15&4;252&4|126&5|289&4|846&4;313&3|300&4|50&4|597&3|121&4|405&4|255&3|1&3|127&3|866&3|181&4|15&4|252&4|126&5|289&4|846&4
969&5|699&4|747&4|648&5|186&3|312&4|86&4|102&4|73&4|235&3|8&4|14&2;866&4|122&2|409&3|402&4;969&5|699&4|747&4|648&5|186&3|312&4|86&4|102&4|73&4|235&3|8&4|14&2|866&4|122&2|409&3|402&4
331&4|351&3|271&3|879&3|288&4|313&4|299&4|354&4|328&4|323&2|300&4|326&3;350&5|264&4|748&5|678&2;331&4|351&3|271&3|879&3|288&4|313&4|299&4|354&4|328&4|323&2|300&4|326&3|350&5|264&4|748&5|678&2
268&2|876&2|991&3|266&5|346&5|294&3|680&5|326&4|304&3|895&4|1243&4|338&3;875&2|270&4|878&2|353&4;268&2|876&2|991&3|266&5|346&5|294&3|680&5|326&4|304&3|895&4|1243&4|338&3|875&2|270&4|878&2|353&4
251&4|403&4|1228&3|915&4|482&5|143&4|535&5|1092&2|1217&4|147&4|70&4|946&5;127&5|216&5|1119&5|531&5;251&4|403&4|1228&3|915&4|482&5|143&4|535&5|1092&2|1217&4|147&4|70&4|946&5|127&5|216&5|1119&5|531&5
98&5|949&3|230&3|282&5|934&4|742&5|1013&4|284&2|552&5|4&2|833&4|88&2;743&2|305&4|816&5|1210&2;98&5|949&3|230&3|282&5|934&4|742&5|1013&4|284&2|552&5|4&2|833&4|88&2|743&2|305&4|816&5|1210&2
678&3|328&4|235&4|1010&4|117&3|1114&4|411&4|993&4|240&2|25&4|181&4|534&3;347&4|272&5|833&4|278&4;678&3|328&4|235&4|1010&4|117&3|1114&4|411&4|993&4|240&2|25&4|181&4|534&3|347&4|272&5|833&4|278&4
333&2|938&4|327&2|302&4|348&3|339&1|1238&3|748&4|892&2|678&4|289&1|343&1;269&4|750&3|332&4|739&4;333&2|938&4|327&2|302&4|348&3|339&1|1238&3|748&4|892&2|678&4|289&1|343&1|269&4|750&3|332&4|739&4
410&3|249&5|475&3|496&3|255&4|181&4|343&3|483&4|127&4|473&4|143&4|177&3;419&4|56&5|393&3|631&2;410&3|249&5|475&3|496&3|255&4|181&4|343&3|483&4|127&4|473&4|143&4|177&3|419&4|56&5|393&3|631&2
258&5|135&4|732&4|495&3|250&5|328&4|132&3|172&4|169&4|179&4|181&4|813&4;1&4|699&3|483&4|195&4;258&5|135&4|732&4|495&3|250&5|328&4|132&3|172&4|169&4|179&4|181&4|813&4|1&4|699&3|483&4|195&4
174&3|191&4|735&5|423&5|546&4|318&5|225&3|696&2|298&4|304&4|181&4|673&4;429&1|686&3|185&5|153&2;174&3|191&4|735&5|423&5|546&4|318&5|225&3|696&2|298&4|304&4|181&4|673&4|429&1|686&3|185&5|153&2
195&4|276&5|7&5|408&5|517&4|1012&3|143&4|1089&2|25&4|515&4|285&5|151&5;248&4|257&4|815&3|24&4;195&4|276&5|7&5|408&5|517&4|1012&3|143&4|1089&2|25&4|515&4|285&5|151&5|248&4|257&4|815&3|24&4
617&4|89&3|604&5|300&4|50&5|212&1|275&5|257&4|488&5|197&5|69&4|174&5;181&4|223&4|514&4|14&5;617&4|89&3|604&5|300&4|50&5|212&1|275&5|257&4|488&5|197&5|69&4|174&5|181&4|223&4|514&4|14&5
204&3|229&2|226&4|1216&4|408&5|568&4|8&4|705&3|233&4|588&4|845&3|82&3;769&1|719&2|217&4|679&3;204&3|229&2|226&4|1216&4|408&5|568&4|8&4|705&3|233&4|588&4|845&3|82&3|769&1|719&2|217&4|679&3
284&3|1&3|7&3|742&5|50&5|475&2|508&4|597&3|9&4|471&5|877&1|286&1;405&3|535&4|280&4|249&4;284&3|1&3|7&3|742&5|50&5|475&2|508&4|597&3|9&4|471&5|877&1|286&1|405&3|535&4|280&4|249&4
255&4|125&4|596&4|294&5|257&4|118&5|879&3|121&3|243&4|181&5|235&4|926&4;447&4|195&5|95&5|411&3;255&4|125&4|596&4|294&5|257&4|118&5|879&3|121&3|243&4|181&5|235&4|926&4|447&4|195&5|95&5|411&3
762&1|298&2|300&1|274&2|150&2|325&1|28&4|289&1|480&3|127&2|479&3|246&1;829&1|209&4|118&2|346&5;762&1|298&2|300&1|274&2|150&2|325&1|28&4|289&1|480&3|127&2|479&3|246&1|829&1|209&4|118&2|346&5
173&4|196&3|96&2|160&4|357&5|475&4|64&4|156&5|427&3|58&4|89&4|12&4;428&4|127&5|175&5|187&5;173&4|196&3|96&2|160&4|357&5|475&4|64&4|156&5|427&3|58&4|89&4|12&4|428&4|127&5|175&5|187&5
513&4|483&5|275&4|79&4|185&5|135&3|96&2|162&3|15&4|27&5|171&4|514&3;111&3|94&1|472&5|70&5;513&4|483&5|275&4|79&4|185&5|135&3|96&2|162&3|15&4|27&5|171&4|514&3|111&3|94&1|472&5|70&5
647&4|483&5|1464&4|970&4|82&2|197&5|1451&4|431&2|433&4|22&4|269&4|747&2;1176&5|462&3|170&4|207&4;647&4|483&5|1464&4|970&4|82&2|197&5|1451&4|431&2|433&4|22&4|269&4|747&2|1176&5|462&3|170&4|207&4
876&4|273&5|294&4|324&2|118&3|300&3|117&5|288&4|121&3|15&3|258&3|289&2;405&3|363&3|597&2|831&1;876&4|273&5|294&4|324&2|118&3|300&3|117&5|288&4|121&3|15&3|258&3|289&2|405&3|363&3|597&2|831&1
269&4|108&2|316&4|742&3|473&4|1137&5|150&5|25&4|13&3|268&5|271&4|137&3;762&4|476&4|237&3|15&3;269&4|108&2|316&4|742&3|473&4|1137&5|150&5|25&4|13&3|268&5|271&4|137&3|762&4|476&4|237&3|15&3
286&4|321&4|294&3|300&4|690&3|313&5|749&4|748&2|269&4|689&3|304&4|306&3;323&4|332&2|343&4|328&3;286&4|321&4|294&3|300&4|690&3|313&5|749&4|748&2|269&4|689&3|304&4|306&3|323&4|332&2|343&4|328&3
381&3|690&4|327&3|216&4|287&3|4&4|307&3|285&5|283&4|286&4|514&5|305&4;781&2|316&3|846&2|678&3;381&3|690&4|327&3|216&4|287&3|4&4|307&3|285&5|283&4|286&4|514&5|305&4|781&2|316&3|846&2|678&3
538&2|8&4|71&3|161&3|202&4|83&4|193&4|168&4|210&4|993&3|482&4|432&3;1146&3|383&2|1030&2|183&4;538&2|8&4|71&3|161&3|202&4|83&4|193&4|168&4|210&4|993&3|482&4|432&3|1146&3|383&2|1030&2|183&4
286&5|198&5|191&4|325&2|318&5|1459&4|273&5|11&5|97&5|1238&4|183&5|186&5;265&4|23&4|50&5|1&4;286&5|198&5|191&4|325&2|318&5|1459&4|273&5|11&5|97&5|1238&4|183&5|186&5|265&4|23&4|50&5|1&4
90&4|176&5|195&5|1135&5|581&5|233&4|155&3|451&4|185&5|133&3|168&5|504&4;147&5|1444&2|158&3|120&5;90&4|176&5|195&5|1135&5|581&5|233&4|155&3|451&4|185&5|133&3|168&5|504&4|147&5|1444&2|158&3|120&5
216&5|89&5|432&5|607&4|419&5|1407&3|16&4|529&5|20&5|493&4|479&5|647&4;898&5|294&5|344&3|847&4;216&5|89&5|432&5|607&4|419&5|1407&3|16&4|529&5|20&5|493&4|479&5|647&4|898&5|294&5|344&3|847&4
310&4|289&4|307&4|873&2|332&3|286&3|315&4|272&4|301&4|877&2|294&3|886&4;1527&2|682&2|323&2|338&2;310&4|289&4|307&4|873&2|332&3|286&3|315&4|272&4|301&4|877&2|294&3|886&4|1527&2|682&2|323&2|338&2
211&4|1232&1|657&4|215&3|708&3|219&2|89&4|186&3|727&1|394&4|4&4|455&3;245&4|743&2|302&3|712&3;211&4|1232&1|657&4|215&3|708&3|219&2|89&4|186&3|727&1|394&4|4&4|455&3|245&4|743&2|302&3|712&3
121&3|288&2|498&2|405&4|128&3|82&4|317&3|654&3|71&3|665&3|110&3|195&4;5&3|234&4|28&4|77&3;121&3|288&2|498&2|405&4|128&3|82&4|317&3|654&3|71&3|665&3|110&3|195&4|5&3|234&4|28&4|77&3
1028&4|988&2|475&5|13&5|220&1|476&1|118&3|410&5|409&3|756&2|322&1|129&3;196&4|820&3|427&4|190&5;1028&4|988&2|475&5|13&5|220&1|476&1|118&3|410&5|409&3|756&2|322&1|129&3|196&4|820&3|427&4|190&5
205&5|511&5|429&4|527&5|357&5|886&4|275&3|257&5|100&4|483&5|157&3|427&5;902&5|326&3|69&5|182&2;205&5|511&5|429&4|527&5|357&5|886&4|275&3|257&5|100&4|483&5|157&3|427&5|902&5|326&3|69&5|182&2
286&5|300&3|315&4|750&4|301&3|343&2|270&2|905&4|260&1|271&2|346&4|898&2;316&5|313&5|272&5|333&4;286&5|300&3|315&4|750&4|301&3|343&2|270&2|905&4|260&1|271&2|346&4|898&2|316&5|313&5|272&5|333&4
412&1|1023&4|71&3|181&3|243&2|172&3|237&5|121&4|125&3|98&5|595&5|100&3;357&3|550&3|64&5|22&3;412&1|1023&4|71&3|181&3|243&2|172&3|237&5|121&4|125&3|98&5|595&5|100&3|357&3|550&3|64&5|22&3
116&5|12&5|475&4|284&3|129&4|493&4|7&3|684&5|14&2|127&3|236&4|513&5;190&4|325&1|294&2|258&4;116&5|12&5|475&4|284&3|129&4|493&4|7&3|684&5|14&2|127&3|236&4|513&5|190&4|325&1|294&2|258&4
1131&3|461&4|249&2|1535&4|705&3|715&3|383&1|173&4|1021&5|427&4|657&4|201&4;189&5|528&4|851&5|262&4;1131&3|461&4|249&2|1535&4|705&3|715&3|383&1|173&4|1021&5|427&4|657&4|201&4|189&5|528&4|851&5|262&4
268&3|838&5|202&2|70&3|465&4|633&4|317&4|496&5|418&4|924&3|99&4|471&4;26&4|655&3|1141&4|458&4;268&3|838&5|202&2|70&3|465&4|633&4|317&4|496&5|418&4|924&3|99&4|471&4|26&4|655&3|1141&4|458&4
568&5|402&4|288&5|465&4|45&3|1&5|423&5|431&5|179&4|234&4|25&4|760&4;103&2|2&4|94&4|720&4;568&5|402&4|288&5|465&4|45&3|1&5|423&5|431&5|179&4|234&4|25&4|760&4|103&2|2&4|94&4|720&4
597&4|717&4|133&2|21&3|1047&3|300&4|1028&5|94&2|112&4|473&2|222&4|596&4;240&1|894&1|258&4|50&4;597&4|717&4|133&2|21&3|1047&3|300&4|1028&5|94&2|112&4|473&2|222&4|596&4|240&1|894&1|258&4|50&4
286&2|328&5|258&3|748&1|9&5|1483&2|313&4|300&4|306&5|912&4|307&3|50&5;271&3|906&4|678&3|269&4;286&2|328&5|258&3|748&1|9&5|1483&2|313&4|300&4|306&5|912&4|307&3|50&5|271&3|906&4|678&3|269&4
810&3|183&5|715&4|223&5|1091&3|234&5|386&4|102&3|736&5|583&3|69&3|425&5;780&3|63&3|391&3|338&4;810&3|183&5|715&4|223&5|1091&3|234&5|386&4|102&3|736&5|583&3|69&3|425&5|780&3|63&3|391&3|338&4
179&5|127&5|547&4|484&5|855&5|124&5|19&3|275&5|285&5|100&5|478&3|251&5;319&4|301&3|331&3|116&4;179&5|127&5|547&4|484&5|855&5|124&5|19&3|275&5|285&5|100&5|478&3|251&5|319&4|301&3|331&3|116&4
538&4|980&4|322&3|727&5|699&5|739&5|123&4|402&5|792&4|1262&5|140&4|578&4;173&5|272&5|339&5|241&5;538&4|980&4|322&3|727&5|699&5|739&5|123&4|402&5|792&4|1262&5|140&4|578&4|173&5|272&5|339&5|241&5
58&4|71&4|949&2|724&3|1221&3|155&5|163&4|66&5|775&3|77&4|106&2|233&2;223&5|735&4|172&4|1016&4;58&4|71&4|949&2|724&3|1221&3|155&5|163&4|66&5|775&3|77&4|106&2|233&2|223&5|735&4|172&4|1016&4
846&3|278&5|584&5|63&4|448&4|783&3|1147&4|1479&3|318&5|630&3|1036&2|518&4;1044&4|729&4|310&4|142&5;846&3|278&5|584&5|63&4|448&4|783&3|1147&4|1479&3|318&5|630&3|1036&2|518&4|1044&4|729&4|310&4|142&5
179&4|526&4|92&2|423&4|1225&3|13&3|210&3|8&3|461&3|787&3|562&2|125&4;53&1|9&4|847&3|580&3;179&4|526&4|92&2|423&4|1225&3|13&3|210&3|8&3|461&3|787&3|562&2|125&4|53&1|9&4|847&3|580&3
234&5|180&4|647&5|131&3|511&5|318&5|421&4|304&4|295&1|95&4|1039&4|500&4;398&1|1608&2|261&1|338&1;234&5|180&4|647&5|131&3|511&5|318&5|421&4|304&4|295&1|95&4|1039&4|500&4|398&1|1608&2|261&1|338&1
347&4|887&3|302&2|344&2|300&1|313&1|340&2|242&3|889&2|882&2|305&2|269&3;315&4|900&4|319&4|321&3;347&4|887&3|302&2|344&2|300&1|313&1|340&2|242&3|889&2|882&2|305&2|269&3|315&4|900&4|319&4|321&3
591&3|246&4|50&4|181&4|7&4|117&3|276&4|742&3|294&3|288&4|313&4|9&3;240&2|111&3|235&3|405&4;591&3|246&4|50&4|181&4|7&4|117&3|276&4|742&3|294&3|288&4|313&4|9&3|240&2|111&3|235&3|405&4
840&5|455&3|323&4|222&4|7&3|597&3|117&5|273&3|24&4|127&5|405&4|121&3;825&4|281&3|546&2|982&3;840&5|455&3|323&4|222&4|7&3|597&3|117&5|273&3|24&4|127&5|405&4|121&3|825&4|281&3|546&2|982&3
486&3|1017&2|1&1|811&4|1194&3|475&3|653&3|491&3|286&4|175&4|133&3|735&4;304&5|682&5|302&5|81&5;486&3|1017&2|1&1|811&4|1194&3|475&3|653&3|491&3|286&4|175&4|133&3|735&4|304&5|682&5|302&5|81&5
135&4|496&5|172&5|268&5|168&5|878&5|114&5|266&5|749&5|1025&5|358&5|876&5;1007&5|333&3|8&5|276&5;135&4|496&5|172&5|268&5|168&5|878&5|114&5|266&5|749&5|1025&5|358&5|876&5|1007&5|333&3|8&5|276&5
180&4|1401&3|127&4|863&5|233&3|191&5|514&4|196&5|144&5|902&4|87&4|195&3;194&3|94&3|4&4|163&4;180&4|1401&3|127&4|863&5|233&3|191&5|514&4|196&5|144&5|902&4|87&4|195&3|194&3|94&3|4&4|163&4
468&3|124&4|651&4|310&4|968&2|736&3|194&3|435&2|879&4|588&3|11&1|96&4;404&3|451&4|86&2|589&2;468&3|124&4|651&4|310&4|968&2|736&3|194&3|435&2|879&4|588&3|11&1|96&4|404&3|451&4|86&2|589&2
243&1|294&4|318&5|227&4|735&5|478&4|604&5|178&5|64&5|1172&5|322&3|50&4;185&5|1&5|772&5|205&5;243&1|294&4|318&5|227&4|735&5|478&4|604&5|178&5|64&5|1172&5|322&3|50&4|185&5|1&5|772&5|205&5
258&5|252&3|172&4|531&5|135&5|181&4|313&5|164&4|50&3|161&4|286&5|242&5;539&3|683&3|538&4|688&3;258&5|252&3|172&4|531&5|135&5|181&4|313&5|164&4|50&3|161&4|286&5|242&5|539&3|683&3|538&4|688&3
690&5|458&3|510&4|162&3|947&3|468&2|528&4|83&3|271&5|684&4|1478&3|7&5;808&2|810&3|229&2|399&3;690&5|458&3|510&4|162&3|947&3|468&2|528&4|83&3|271&5|684&4|1478&3|7&5|808&2|810&3|229&2|399&3
239&4|156&5|820&3|248&2|209&1|8&3|655&3|288&5|56&5|431&3|9&3|174&5;796&3|1139&2|722&3|584&2;239&4|156&5|820&3|248&2|209&1|8&3|655&3|288&5|56&5|431&3|9&3|174&5|796&3|1139&2|722&3|584&2
678&5|418&5|660&5|732&3|419&5|110&4|500&4|1091&3|90&4|210&5|1078&4|140&5;709&5|215&4|474&5|1315&1;678&5|418&5|660&5|732&3|419&5|110&4|500&4|1091&3|90&4|210&5|1078&4|140&5|709&5|215&4|474&5|1315&1
293&3|479&4|117&5|692&4|318&5|161&4|1086&3|48&4|192&3|322&4|10&2|385&4;300&4|685&4|651&4|276&1;293&3|479&4|117&5|692&4|318&5|161&4|1086&3|48&4|192&3|322&4|10&2|385&4|300&4|685&4|651&4|276&1
8&4|524&4|200&2|196&3|112&2|1066&3|233&3|671&3|265&5|125&5|202&4|393&4;403&3|1177&1|356&3|1215&1;8&4|524&4|200&2|196&3|112&2|1066&3|233&3|671&3|265&5|125&5|202&4|393&4|403&3|1177&1|356&3|1215&1
300&5|340&1|343&3|328&4|873&3|289&5|326&5|689&4|292&4|538&4|322&5|895&3;1316&4|750&5|312&5|327&5;300&5|340&1|343&3|328&4|873&3|289&5|326&5|689&4|292&4|538&4|322&5|895&3|1316&4|750&5|312&5|327&5
763&1|286&5|475&5|926&1|596&2|288&4|245&3|458&1|25&4|471&3|275&5|121&1;405&3|1089&1|411&1|178&5;763&1|286&5|475&5|926&1|596&2|288&4|245&3|458&1|25&4|471&3|275&5|121&1|405&3|1089&1|411&1|178&5
82&4|4&2|204&4|363&3|572&2|39&4|1014&1|717&3|162&2|56&5|229&5|24&3;120&3|558&1|1033&4|150&4;82&4|4&2|204&4|363&3|572&2|39&4|1014&1|717&3|162&2|56&5|229&5|24&3|120&3|558&1|1033&4|150&4
483&5|195&4|175&5|663&4|513&5|708&5|200&5|55&4|198&4|7&5|268&5|655&5;357&5|12&5|239&2|425&5;483&5|195&4|175&5|663&4|513&5|708&5|200&5|55&4|198&4|7&5|268&5|655&5|357&5|12&5|239&2|425&5
310&4|311&4|751&2|306&2|303&1|302&3|268&3|1592&3|346&3|313&4|896&3|308&4;750&3|900&3|877&2|909&4;310&4|311&4|751&2|306&2|303&1|302&3|268&3|1592&3|346&3|313&4|896&3|308&4|750&3|900&3|877&2|909&4
88&5|283&5|403&5|357&4|969&5|419&5|195&3|527&3|135&3|866&5|58&5|28&5;732&5|575&4|651&5|67&4;88&5|283&5|403&5|357&4|969&5|419&5|195&3|527&3|135&3|866&5|58&5|28&5|732&5|575&4|651&5|67&4
168&5|250&3|815&3|276&4|117&5|249&5|108&4|208&4|181&3|246&4|941&3|1&5;4&4|100&5|346&5|291&5;168&5|250&3|815&3|276&4|117&5|249&5|108&4|208&4|181&3|246&4|941&3|1&5|4&4|100&5|346&5|291&5
1012&2|260&4|250&4|595&3|1&4|121&4|471&4|7&4|823&2|827&3|50&5|181&5;291&1|340&4|298&4|255&3;1012&2|260&4|250&4|595&3|1&4|121&4|471&4|7&4|823&2|827&3|50&5|181&5|291&1|340&4|298&4|255&3
435&4|879&3|288&4|257&3|742&3|274&1|153&4|7&5|144&5|11&4|235&2|410&2;204&4|5&3|716&2|367&3;435&4|879&3|288&4|257&3|742&3|274&1|153&4|7&5|144&5|11&4|235&2|410&2|204&4|5&3|716&2|367&3
435&5|550&3|562&4|1&4|286&4|89&5|823&2|182&5|129&5|483&5|24&4|125&3;414&4|42&3|8&5|659&5;435&5|550&3|562&4|1&4|286&4|89&5|823&2|182&5|129&5|483&5|24&4|125&3|414&4|42&3|8&5|659&5
292&4|343&4|269&3|508&4|198&5|271&4|305&3|150&3|298&5|887&3|166&4|127&4;750&4|892&3|197&5|346&2;292&4|343&4|269&3|508&4|198&5|271&4|305&3|150&3|298&5|887&3|166&4|127&4|750&4|892&3|197&5|346&2
269&5|347&4|515&5|258&3|306&5|525&5|301&2|882&3|288&5|286&5|294&4|313&5;22&5|98&4|923&5|173&5;269&5|347&4|515&5|258&3|306&5|525&5|301&2|882&3|288&5|286&5|294&4|313&5|22&5|98&4|923&5|173&5
289&3|258&3|301&4|245&2|270&2|303&2|307&4|333&3|988&2|309&2|322&2|271&4;299&2|680&2|358&3|266&2;289&3|258&3|301&4|245&2|270&2|303&2|307&4|333&3|988&2|309&2|322&2|271&4|299&2|680&2|358&3|266&2
326&5|50&4|258&4|294&4|293&4|259&4|291&4|1620&4|237&4|307&4|988&4|300&5;121&5|117&4|871&4|250&4;326&5|50&4|258&4|294&4|293&4|259&4|291&4|1620&4|237&4|307&4|988&4|300&5|121&5|117&4|871&4|250&4
200&5|227&1|180&3|343&1|42&3|169&4|56&5|183&4|508&3|465&2|603&4|260&1;237&4|613&5|655&4|604&2;200&5|227&1|180&3|343&1|42&3|169&4|56&5|183&4|508&3|465&2|603&4|260&1|237&4|613&5|655&4|604&2
303&3|346&4|321&1|347&3|300&4|315&3|331&1|305&3|754&4|344&5|887&4|340&1;883&4|100&5|245&5|312&4;303&3|346&4|321&1|347&3|300&4|315&3|331&1|305&3|754&4|344&5|887&4|340&1|883&4|100&5|245&5|312&4
550&2|168&4|810&2|161&3|401&2|385&3|17&4|710&5|482&3|546&3|452&3|1067&3;12&4|742&3|203&3|986&1;550&2|168&4|810&2|161&3|401&2|385&3|17&4|710&5|482&3|546&3|452&3|1067&3|12&4|742&3|203&3|986&1
896&5|316&1|292&4|327&2|1022&5|1062&5|269&5|303&4|340&4|302&5|262&4|333&2;305&4|884&4|902&4|312&1;896&5|316&1|292&4|327&2|1022&5|1062&5|269&5|303&4|340&4|302&5|262&4|333&2|305&4|884&4|902&4|312&1
22&5|498&4|301&5|50&4|216&4|55&1|98&3|1431&5|172&4|197&1|333&4|1429&5;465&1|187&4|603&4|969&1;22&5|498&4|301&5|50&4|216&4|55&1|98&3|1431&5|172&4|197&1|333&4|1429&5|465&1|187&4|603&4|969&1
681&2|895&3|328&3|259&1|300&5|323&3|322&4|893&3|310&3|682&3|879&3|278&4;274&4|271&4|294&4|763&4;681&2|895&3|328&3|259&1|300&5|323&3|322&4|893&3|310&3|682&3|879&3|278&4|274&4|271&4|294&4|763&4
354&3|117&4|293&4|1199&2|343&4|235&3|271&5|123&4|340&4|825&3|240&3|276&4;1088&1|1254&3|831&3|322&1;354&3|117&4|293&4|1199&2|343&4|235&3|271&5|123&4|340&4|825&3|240&3|276&4|1088&1|1254&3|831&3|322&1
200&4|313&4|191&5|58&4|14&4|382&4|111&4|1011&3|387&4|48&5|684&4|748&2;535&3|295&4|1074&3|365&2;200&4|313&4|191&5|58&4|14&4|382&4|111&4|1011&3|387&4|48&5|684&4|748&2|535&3|295&4|1074&3|365&2
172&3|22&4|427&5|69&4|179&2|272&4|183&1|510&4|316&4|193&4|435&4|898&4;211&4|64&4|195&1|357&4;172&3|22&4|427&5|69&4|179&2|272&4|183&1|510&4|316&4|193&4|435&4|898&4|211&4|64&4|195&1|357&4
175&4|478&4|39&4|168&4|741&4|79&5|462&5|129&5|93&4|4&4|483&5|228&4;11&5|930&2|241&5|179&5;175&4|478&4|39&4|168&4|741&4|79&5|462&5|129&5|93&4|4&4|483&5|228&4|11&5|930&2|241&5|179&5
716&5|190&5|286&5|172&1|69&3|199&3|168&3|44&4|14&4|187&2|192&1|180&4;265&3|191&5|19&5|1039&5;716&5|190&5|286&5|172&1|69&3|199&3|168&3|44&4|14&4|187&2|192&1|180&4|265&3|191&5|19&5|1039&5
150&5|258&4|177&4|474&4|847&4|265&4|22&3|647&2|655&4|729&3|423&4|168&4;737&3|771&2|386&3|1239&1;150&5|258&4|177&4|474&4|847&4|265&4|22&3|647&2|655&4|729&3|423&4|168&4|737&3|771&2|386&3|1239&1
