item_id;vectors
21;-0.2131836|0.050404184|-0.13839015|-0.13556784|0.07765159|0.1484881|-0.19875588|-0.032880574|-0.16982871|0.061119698|0.10813696|-0.18454024|-0.19776006|0.1793073|-0.09187136|-0.17939958|0.0826554|-0.17412248|0.19013333|-0.06661773|0.021387443|0.18277198|0.16138886|0.18385288|-0.13861431|0.09926091|-0.031727534|0.10249806|-0.07929282|-0.027959086|-0.16400425|-0.006137207|0.26520002|-0.14126116|-0.17483543|-0.037715346|0.10569289|-0.15329874|-0.1693798|0.1071105|-0.041599557|0.16730462|-0.09962654|0.07255836|0.105237916|0.15866715|0.19514716|-0.14128807|-0.12373591|0.20573127|0.071535274|-0.15540153|-0.098195754|-0.11282497|-0.25365698|-0.08393377|0.087253965|0.0018345937|-0.2312943|-0.13873628|-0.11722824|0.09439181|-0.13786322|-0.17466262|0.14119048|-0.22642809|-0.15166283|-0.23420236|-0.15485293|0.06024049|-0.18969083|0.17331307|-0.16447386|-0.025640536|-0.17737745|-0.09737506|-0.107759334|0.062297072|-0.20402256|0.1798762|-0.13785002|-0.10796337|-0.13844018|0.08633233|0.16394678|0.09751768|-0.15630266|-0.16900127|0.21034908|0.20627946|0.16537042|-0.11549809|0.13218676|0.1940714|-0.161254|0.024178337|0.11432478|0.17028657|-0.13102725|0.12950212
22;-0.15513664|0.068109795|-0.09508348|-0.13037941|0.00806921|0.2083248|-0.13044193|0.062608264|-0.16969754|-0.004060872|0.0852821|-0.14318661|-0.20974982|0.09979051|-0.1374037|-0.13331766|0.08634001|-0.13409205|0.19126126|-0.06539057|0.093999624|0.14459693|0.18507676|0.12658638|-0.1689301|0.08286515|0.053314794|0.12529391|-0.19442998|-0.026735976|-0.18246879|-0.06767176|0.14562634|-0.12361221|-0.11555152|-0.11983978|0.07189597|-0.14834808|-0.20552985|0.08179779|-0.07956904|0.0995916|-0.217027|0.07320323|0.15234384|0.1173437|0.17217773|-0.05390058|-0.21357629|0.14418451|0.10151811|-0.22979036|-0.094512284|-0.22320393|-0.13344613|-0.030488519|0.14856072|-0.027891006|-0.2480837|-0.17184643|-0.1557048|0.13089381|-0.11869737|-0.14269449|0.1609547|-0.18380329|-0.18975824|-0.19875625|-0.22142074|0.10798049|-0.24006762|0.12988722|-0.12804994|-0.012525063|-0.15468058|-0.1427636|-0.08728823|0.014145464|-0.20972629|0.17885916|-0.15381026|-0.07679873|-0.16494383|0.1356419|0.15892687|0.0946872|-0.093538284|-0.22291087|0.2164179|0.26610973|0.19879416|-0.18755297|0.1628479|0.18451895|-0.20229065|-0.033794608|0.1492285|0.119664915|-0.07193967|0.044865858
23;-0.18483579|0.08017456|-0.08814834|-0.12044003|0.048854552|0.25421983|-0.17662726|-0.038829572|-0.22935034|0.07263111|0.12425024|-0.17334273|-0.21738076|0.11358099|-0.13969329|-0.16314024|0.10569988|-0.10285367|0.1832353|-0.10619841|0.09318517|0.12729259|0.17905314|0.08802244|-0.19598272|0.22941044|-0.051048424|0.14411514|-0.14871159|0.1294018|-0.24114956|-0.038133983|0.22946042|-0.091252066|-0.15013021|-0.041108496|0.047270592|-0.21863225|-0.17537014|0.11881248|-0.08961362|0.17308953|-0.1192352|0.053586647|0.16077106|0.23708613|0.14473733|-0.06885716|-0.21458185|0.08015076|0.17313305|-0.10700852|-0.113798454|-0.2045886|-0.17877384|-0.026750656|0.23692736|-0.01762122|-0.21866533|-0.23522647|-0.22637776|0.1859343|-0.18763922|-0.19590639|0.16774121|-0.27190915|-0.18580109|-0.18320198|-0.20516254|0.17116065|-0.16026641|0.114330545|-0.043464985|-0.014619511|-0.15875053|-0.17057899|-0.11556989|0.10262305|-0.20586151|0.12643065|-0.18378341|-0.1586222|-0.15078025|0.10968988|0.1540851|0.20892082|-0.17985213|-0.23171088|0.2397887|0.20290795|0.1974787|-0.19723596|0.1447761|0.19593662|-0.24209201|-0.01747557|0.14274527|0.105027154|-0.12905802|0.078600414
24;-0.2506125|0.04655765|-0.12471425|-0.11193599|0.049956024|0.22750482|-0.17014696|0.042725828|-0.2205539|0.11087338|0.08159947|-0.16027895|-0.21671921|0.06879558|-0.1428326|-0.22965474|0.0806517|-0.093920484|0.17024992|-0.07166684|0.0939381|0.1451821|0.14846821|0.04231993|-0.13162506|0.20297158|-0.018409627|0.12154661|-0.13963215|0.13150635|-0.22369446|-0.1285905|0.16314256|-0.24281162|-0.18172212|-0.038057562|0.034847863|-0.13548927|-0.08390043|0.15704985|-0.06756374|0.07280135|-0.25486034|0.049278144|0.16440512|0.24374859|0.21593559|-0.10120009|-0.11075951|0.10307218|0.11458615|-0.14159358|-0.093858734|-0.10006474|-0.2361987|-0.018329818|0.1600603|0.064903945|-0.16269994|-0.17821823|-0.19139639|0.18447898|-0.13404264|-0.25723284|0.12549059|-0.14134692|-0.17025274|-0.2559154|-0.24663758|0.09185955|-0.25153822|0.1724578|-0.079065345|-0.10686602|-0.23776089|-0.18486157|-0.18432643|0.09990555|-0.19716512|0.10756512|-0.1543551|-0.20698577|-0.102003925|0.17855376|0.17112827|0.11677999|-0.17424841|-0.15235221|0.16027498|0.20934431|0.15907869|-0.15014686|0.18779832|0.14951697|-0.16755983|0.022348437|0.13506839|0.20164591|-0.15086362|0.09453608
25;-0.16965151|0.115983546|-0.1212651|-0.12292534|0.14864531|0.24691825|-0.121856615|0.04203931|-0.17240526|-0.0054633245|0.07077472|-0.13844441|-0.19041887|0.19094473|-0.09099132|-0.2557503|0.16635945|-0.124798015|0.21066229|-0.15332368|0.025607344|0.15737656|0.09980577|0.14821756|-0.1482403|0.14791726|0.049199402|0.08339518|-0.16413707|0.084790975|-0.17774065|-0.16693264|0.21706477|-0.097453095|-0.14205688|-0.042239167|0.038556162|-0.07597402|-0.16454467|0.15805101|-0.0010927841|0.11117673|-0.14382409|0.07439986|0.08013603|0.17920706|0.17817114|-0.12599973|-0.13133273|0.10936877|0.12728006|-0.14913312|-0.10256162|-0.12689248|-0.12067283|-0.065360166|0.1429531|0.05800441|-0.13290216|-0.20747049|-0.14437342|0.120124|-0.17259537|-0.15248875|0.07818831|-0.18596771|-0.07831748|-0.2072645|-0.17477064|0.082431145|-0.2759931|0.14092924|-0.12688524|-0.03525904|-0.1223586|-0.18827747|-0.07923594|0.04080917|-0.14149179|0.1579117|-0.18200335|-0.17667046|-0.1758041|0.14151324|0.13200662|0.1664233|-0.24725574|-0.19530329|0.19175164|0.23401165|0.17146419|-0.085556924|0.09943868|0.20299989|-0.19049706|0.03589754|0.083894454|0.16667375|-0.1059302|0.08161393
26;-0.17085825|0.020452432|-0.116660655|-0.16466457|0.076206736|0.18478492|-0.1432144|0.032421123|-0.20159693|0.053328454|0.15730837|-0.19403964|-0.2695675|0.1654205|-0.17027834|-0.24498115|0.1739229|-0.114989445|0.26725462|-0.1321131|-0.008784022|0.10627237|0.1453306|0.16676016|-0.114486456|0.17353623|-0.021055683|0.11819779|-0.15770781|0.051117837|-0.2267659|-0.12538251|0.17976806|-0.09738769|-0.2045057|-0.029513393|0.060300462|-0.08148268|-0.1851331|0.089866936|-0.10275102|0.10532645|-0.23824176|-0.034572884|0.17698367|0.23349303|0.18290322|-0.100927|-0.14957602|0.1607738|0.12220994|-0.16600047|-0.100172564|-0.18676642|-0.22882621|-0.06643244|0.20418923|0.010473417|-0.19319536|-0.24207982|-0.11120374|0.16271843|-0.1885762|-0.18463111|0.08390531|-0.23240717|-0.13856396|-0.20741042|-0.22855417|0.19075572|-0.2464011|0.1882762|-0.118734784|-0.02518229|-0.1465491|-0.22732797|-0.13997637|0.02514878|-0.19674642|0.1806589|-0.163113|-0.19455716|-0.16778652|0.17514|0.14427209|0.17673762|-0.17005076|-0.14830786|0.2182344|0.27504703|0.22935453|-0.1554136|0.15059978|0.20846419|-0.14349422|-0.115649045|0.14899114|0.12722857|-0.15692446|0.14380176
27;-0.18814906|0.022093043|-0.13815884|-0.19629498|0.06596427|0.22943455|-0.16625673|-0.021881983|-0.15460403|0.078321755|0.13052356|-0.10959737|-0.22478175|0.12988533|-0.19677782|-0.27053383|0.09258219|-0.16832611|0.16360024|-0.07507704|0.014209207|0.132935|0.17457187|0.17305174|-0.16817622|0.18775009|-0.028545672|0.15131748|-0.16390188|0.07920277|-0.2129565|-0.11334617|0.23475537|-0.21077508|-0.16187882|-0.11102407|0.12189661|-0.14265244|-0.21162528|0.16506289|-0.018333104|0.19184914|-0.15566145|0.048836555|0.13763815|0.14728904|0.18084589|-0.04996011|-0.17881009|0.20343968|0.10087521|-0.22669527|-0.0808049|-0.17767018|-0.18774596|-0.043427665|0.08483858|0.040549017|-0.26977542|-0.24924637|-0.13752791|0.12811612|-0.2050529|-0.18560673|0.117477514|-0.20869896|-0.13505639|-0.23473006|-0.16695148|0.10442862|-0.20345026|0.1963405|-0.12745613|-0.08930119|-0.20178895|-0.09497321|-0.15959036|0.1437835|-0.13149026|0.20459476|-0.18385604|-0.15792605|-0.15681526|0.17576987|0.23642042|0.10197984|-0.17285696|-0.20848055|0.21835667|0.14810856|0.18707925|-0.12950855|0.124389276|0.19815876|-0.16500258|0.010471802|0.20841336|0.19624384|-0.111088626|0.08806583
28;-0.15642929|0.012603559|-0.08969998|-0.12931933|0.076397926|0.17374712|-0.17363283|-0.0119350115|-0.16348186|0.10719459|0.123556964|-0.08743851|-0.20893162|0.11569148|-0.16301303|-0.22527741|0.1558164|-0.079015546|0.19519256|-0.1366927|0.08016559|0.21098608|0.12971549|0.06449446|-0.09419495|0.20290637|-0.017833322|0.07807119|-0.15000951|0.03451713|-0.13629813|-0.09905855|0.16258591|-0.113090284|-0.11630485|0.02047633|0.08732971|-0.11628129|-0.18898717|0.03468246|-0.0045713447|0.17689496|-0.13026549|0.01631791|0.14840318|0.1595055|0.1872436|-0.09059778|-0.21686506|0.08856238|0.17434734|-0.17006399|-0.08073486|-0.14926717|-0.17569007|0.001321055|0.16951185|0.0025452375|-0.16162086|-0.2093692|-0.16321798|0.16381666|-0.17457822|-0.09307245|0.17225814|-0.14029086|-0.102997735|-0.16837096|-0.17485364|0.09949763|-0.17665693|0.091557555|-0.14973444|-0.041910045|-0.15978897|-0.10942472|-0.13365383|0.14285074|-0.12753716|0.17296432|-0.16753666|-0.09542684|-0.08828808|0.14932163|0.17100619|0.0920134|-0.13695386|-0.12672216|0.18584952|0.22872311|0.13143858|-0.16291487|0.08310181|0.17008221|-0.18279785|-0.006110955|0.082947806|0.16158608|-0.18988618|0.09743614
29;-0.24153872|0.13837954|-0.16873494|-0.1674869|0.099498555|0.22971152|-0.20724364|0.039796427|-0.12277995|0.114779264|0.12121458|-0.19967592|-0.13747765|0.10207972|-0.11427586|-0.22879612|0.12088929|-0.20694293|0.15700886|-0.1231339|0.045048855|0.19462888|0.18004596|0.14885771|-0.09657767|0.16155417|-0.038900137|0.16260496|-0.09606543|0.013183016|-0.16864029|-0.09311474|0.123814784|-0.15497008|-0.17457397|-0.011451384|0.14596798|-0.13044502|-0.16498868|0.17482315|-0.059117462|0.103823416|-0.1920056|0.06756091|0.16726065|0.21450137|0.16554195|-0.074417785|-0.15361997|0.103273906|0.10698924|-0.14581342|-0.07813362|-0.15803427|-0.21527587|-0.11875781|0.14154254|0.025000704|-0.110596776|-0.1395643|-0.20509347|0.18667988|-0.16248791|-0.19163924|0.041517846|-0.15850233|-0.19062369|-0.19833024|-0.16123977|0.13014577|-0.20589702|0.071852855|-0.08585729|0.014203146|-0.21622778|-0.16892086|-0.2061108|0.08110951|-0.20062262|0.09552484|-0.15771113|-0.11665782|-0.06546323|0.1204747|0.117537655|0.12576593|-0.22198838|-0.24107182|0.15687247|0.20106399|0.22260235|-0.10751557|0.19688056|0.2109835|-0.1505773|-0.087694235|0.112947315|0.14054008|-0.045856066|0.14113465
30;-0.20429702|0.04922013|-0.123816796|-0.1533802|0.021491148|0.25358406|-0.14246875|0.05714846|-0.16334738|0.091686614|0.14328863|-0.17069985|-0.15281144|0.16536914|-0.12408577|-0.22172315|0.14403813|-0.18300413|0.14567126|-0.11014806|-0.01785129|0.18877508|0.15360582|0.14127448|-0.10089353|0.18628593|-0.016756337|0.15247796|-0.0839765|0.027143922|-0.1887625|-0.038078323|0.24230477|-0.15501082|-0.16830114|0.0064192284|0.09593965|-0.12014548|-0.18013495|0.13163915|-0.09091018|0.13653362|-0.1628634|0.09544502|0.08379242|0.1372549|0.21836828|-0.11333072|-0.19811743|0.19014156|0.1195165|-0.1417267|-0.12965131|-0.18172169|-0.18762897|-0.10714166|0.15540275|0.011737358|-0.17496549|-0.23422416|-0.14924909|0.10204515|-0.1651736|-0.1392308|0.1439955|-0.19991954|-0.15306078|-0.1336652|-0.15826236|0.1103678|-0.23223922|0.1340039|-0.05815705|-0.031792022|-0.2159611|-0.11920137|-0.07188052|0.10053461|-0.16742459|0.090404995|-0.15928462|-0.08746512|-0.09690804|0.13957466|0.13467777|0.1701271|-0.10930203|-0.16414306|0.1372897|0.1973721|0.11245229|-0.12510604|0.050992385|0.20780998|-0.18363458|-0.06709611|0.16668087|0.14587535|-0.086648434|0.034215257
31;-0.19776283|0.04819783|-0.100614816|-0.12336734|0.07415365|0.27345794|-0.20840792|0.059932765|-0.20174995|0.1264664|0.16065165|-0.10541597|-0.22479284|0.058919363|-0.142712|-0.23997498|0.15950747|-0.12191862|0.2070912|-0.0686377|0.023873169|0.16449863|0.18979746|0.13503884|-0.18851417|0.098600805|0.01200489|0.16503486|-0.18502039|-0.021758765|-0.16123635|-0.09088302|0.18744409|-0.16566469|-0.19416298|-0.07709089|0.11048962|-0.13310915|-0.18651596|0.04847171|0.020575456|0.09586507|-0.12966017|0.040923968|0.11289176|0.2055472|0.13487865|-0.17265195|-0.14168638|0.20637053|0.13861923|-0.18251887|-0.090111926|-0.18438607|-0.16042066|-0.049439657|0.19519258|0.06636994|-0.14239776|-0.18162772|-0.17823792|0.1775305|-0.15430257|-0.075706236|0.073608495|-0.17865154|-0.15520085|-0.22341087|-0.22181667|0.059240777|-0.1511779|0.17417145|-0.09099302|-0.048159037|-0.17919925|-0.14920886|-0.16090626|0.084400095|-0.19755441|0.11048995|-0.18458785|-0.1315149|-0.060244374|0.11146247|0.08762231|0.1462613|-0.079251714|-0.13869661|0.2231726|0.15799564|0.18153003|-0.16437626|0.09732148|0.26949954|-0.18518473|-0.033876162|0.13490422|0.1493121|-0.08826064|0.10481376
32;-0.197721|0.014967311|-0.11281761|-0.15675068|0.027469598|0.17080966|-0.12038406|-0.03746171|-0.19060953|0.018246673|0.10727475|-0.09282648|-0.23118913|0.148481|-0.10412492|-0.2010526|0.17763716|-0.15555128|0.21697353|-0.057722047|-0.01802665|0.17450313|0.15619949|0.15697414|-0.07441382|0.1249918|0.0646853|0.18873|-0.14667568|0.038827904|-0.18586671|-0.03481397|0.14488542|-0.12065804|-0.20612921|0.026241388|0.14638951|-0.15525207|-0.20834842|0.13443045|-0.012028307|0.14620607|-0.14416374|0.05407598|0.09663679|0.2389296|0.1429644|-0.08043666|-0.18234788|0.17642911|0.1903891|-0.13890976|-0.09970605|-0.19520712|-0.16462423|-0.041012637|0.120858684|-0.034470353|-0.15841499|-0.17983162|-0.20122671|0.060112745|-0.19138514|-0.118160814|0.10736676|-0.17035481|-0.08243598|-0.25332683|-0.24671438|0.074844465|-0.16896462|0.1695083|-0.11308943|-0.100358784|-0.17063992|-0.14658688|-0.08431607|0.07036547|-0.20580672|0.19600177|-0.16662952|-0.08943181|-0.07851152|0.17355685|0.17302802|0.14617436|-0.17074691|-0.21667303|0.17267951|0.17087992|0.19913167|-0.20535132|0.04338698|0.1511302|-0.17993614|-0.07275976|0.1117201|0.18715473|-0.14053091|0.14199816
33;-0.23915507|0.12587829|-0.04466474|-0.10424262|0.076625265|0.21313|-0.22480984|0.06093669|-0.18491912|0.102081895|0.12649097|-0.19331121|-0.18297939|0.12523073|-0.09014392|-0.23199487|0.15997835|-0.16990224|0.18456464|-0.07848237|0.04223387|0.13134693|0.20813867|0.13981375|-0.16220984|0.14107528|0.06675899|0.059691563|-0.1275921|0.022984784|-0.14227977|-0.09888884|0.14616205|-0.18621887|-0.18132004|0.019193131|0.17022783|-0.06613979|-0.1282967|0.052972414|-0.05444648|0.18032485|-0.17129622|0.06874861|0.19353518|0.17657767|0.14662227|-0.10938083|-0.18309243|0.20705977|0.07939252|-0.10819053|-0.14811775|-0.1280054|-0.20612004|-0.118265204|0.10995871|0.0398742|-0.14966226|-0.19487901|-0.19272499|0.12713636|-0.22096443|-0.15835974|0.09102489|-0.2310772|-0.11255708|-0.18095225|-0.20503204|0.11613649|-0.21039756|0.0830528|-0.121076316|0.0067759305|-0.12701476|-0.1567095|-0.20061816|0.08132582|-0.16183054|0.18931091|-0.19386916|-0.11717336|-0.14523694|0.21928689|0.2082737|0.16288075|-0.18054628|-0.26139307|0.18616413|0.23917854|0.22854263|-0.1414719|0.13610289|0.22423995|-0.15013012|-0.016420426|0.13912088|0.19770558|-0.14843674|0.101548545
34;-0.26212555|0.105049014|-0.11101221|-0.10610221|-0.040111475|0.24797527|-0.17664717|0.060901046|-0.15644212|3.8698316e-05|0.096447825|-0.14387538|-0.20313235|0.11262541|-0.19607107|-0.2559816|0.15441194|-0.1330461|0.18769847|-0.02263423|-0.04909615|0.21166858|0.18911853|0.15256697|-0.1404079|0.19766766|-0.06560684|0.06330946|-0.16632572|0.030598894|-0.16358694|-0.08371218|0.20589063|-0.21076338|-0.1550247|-0.06423782|0.06554537|-0.16436608|-0.15302053|0.097758144|0.0037386268|0.15024877|-0.1494655|0.02739768|0.17456019|0.22664386|0.18100168|-0.117325425|-0.21543291|0.19304612|0.13552935|-0.21123053|-0.20048958|-0.21905068|-0.15017968|-0.02241657|0.180726|0.06892203|-0.2139356|-0.12727557|-0.17891207|0.18289688|-0.20070139|-0.14024413|0.0719089|-0.1741479|-0.09084525|-0.19982868|-0.13594007|0.14311403|-0.2515764|0.12904021|-0.098194815|-0.09186676|-0.11220819|-0.20500152|-0.09397893|0.092794545|-0.20221555|0.18161762|-0.15628263|-0.10945927|-0.16204682|0.20619391|0.09677827|0.17900667|-0.19336765|-0.20409977|0.21635796|0.17298622|0.22019662|-0.12841825|0.07971831|0.16478527|-0.21359996|-0.13229154|0.09538166|0.14328608|-0.19073886|0.077939555
35;-0.15989307|0.042723034|-0.11388146|-0.18185405|0.09606089|0.24659218|-0.12639916|0.07638056|-0.23195843|0.016050827|0.07279698|-0.118092224|-0.13136676|0.075093776|-0.059999727|-0.17551535|0.18258747|-0.14312263|0.23043334|-0.13240671|0.043602373|0.13008253|0.15338708|0.105170034|-0.10493392|0.16430081|0.05123467|0.12873971|-0.124780335|0.0961851|-0.21413602|-0.01875358|0.19742407|-0.16617288|-0.18999115|0.00039067678|0.01503402|-0.12196223|-0.11734404|0.16374636|-0.10369174|0.066166595|-0.1420677|0.05298937|0.07910728|0.23447512|0.24285245|-0.18285824|-0.11486246|0.13290797|0.09239334|-0.15087315|-0.029883526|-0.20889795|-0.18410467|-0.07116228|0.19200245|0.05886907|-0.17957053|-0.22907329|-0.1825098|0.20046227|-0.15393548|-0.19048315|0.19090977|-0.17521745|-0.171917|-0.27140814|-0.16413082|0.061825935|-0.25029993|0.066228665|-0.05092323|-0.11142901|-0.21319667|-0.18387929|-0.13375817|0.14186233|-0.21613967|0.1688307|-0.17698711|-0.19481893|-0.12680404|0.14136223|0.19254836|0.19610175|-0.193013|-0.23134536|0.25912932|0.22702473|0.23537163|-0.13676251|0.17271046|0.20860328|-0.2271983|-0.09426546|0.11158901|0.23930472|-0.14376068|0.057494108
36;-0.29247302|0.06207607|-0.1823129|-0.20397326|0.035672776|0.22420123|-0.19181192|-0.008690034|-0.20226401|0.1006425|0.18677597|-0.18261838|-0.21514864|0.15972626|-0.16402923|-0.19627719|0.028642014|-0.1730284|0.17133601|-0.13044827|0.03534522|0.18475705|0.085262455|0.1576129|-0.100535646|0.18741022|-0.083645575|0.08675182|-0.089934245|0.10908194|-0.22014572|-0.007798068|0.14494707|-0.13599393|-0.15515655|-0.018996358|0.015662834|-0.15373896|-0.20051152|0.1383092|0.04345487|0.10766973|-0.15941757|0.041799434|0.15015815|0.14989163|0.15480615|-0.1530035|-0.13196999|0.11592582|0.07541385|-0.19503666|-0.06417595|-0.19815439|-0.15747388|-0.004614219|0.19854796|0.06787185|-0.20439601|-0.1513699|-0.15150343|0.17708308|-0.17968279|-0.21144523|0.096477985|-0.19956069|-0.12393942|-0.1595181|-0.21668234|0.101041846|-0.14371641|0.16946562|-0.09650794|-0.05138684|-0.22251089|-0.18340491|-0.0999778|0.0841716|-0.120351054|0.09332016|-0.13442199|-0.13228066|-0.08918229|0.19635753|0.18235396|0.22103225|-0.20376754|-0.19241095|0.19814387|0.2712999|0.19525257|-0.20233381|0.08606768|0.2044941|-0.248878|-0.07417421|0.19162485|0.19719504|-0.14094612|0.04734018
37;-0.12650324|0.047597684|-0.14385176|-0.19222635|0.07663815|0.15394813|-0.10357463|-0.0010495316|-0.13716973|0.089092195|0.08359462|-0.16096558|-0.27441388|0.13301037|-0.12230633|-0.1598414|0.09647402|-0.14106181|0.15006723|-0.065481946|0.006399965|0.10892256|0.10859084|0.0708085|-0.18546626|0.12866898|0.09565264|0.12948796|-0.1559459|0.014483642|-0.15852241|-0.028311372|0.23198631|-0.1744627|-0.24472761|-0.011012204|0.1102774|-0.09138851|-0.11888078|0.1102333|-0.05814258|0.15749794|-0.2019129|0.05864732|0.23467416|0.14384614|0.14474759|-0.063636735|-0.1474302|0.0798606|0.08180198|-0.20389174|-0.123306796|-0.1361827|-0.13373356|-0.045833606|0.18242106|0.017512703|-0.22904432|-0.15211818|-0.15259315|0.13128845|-0.18485163|-0.16725881|0.17973068|-0.19447006|-0.18086736|-0.19585226|-0.18137401|0.14633852|-0.2116295|0.14073695|-0.06966451|-0.13087521|-0.23246658|-0.088143095|-0.13058273|0.1650936|-0.1634303|0.11952658|-0.17617403|-0.16610418|-0.11075217|0.17504437|0.18330307|0.11561633|-0.16206233|-0.195044|0.15218797|0.24842578|0.19714424|-0.2434103|0.1056728|0.20381698|-0.14898968|-0.0009450726|0.14837946|0.24302739|-0.117081165|0.11188487
38;-0.13283144|0.0013055429|-0.09304337|-0.18419743|0.061316755|0.192009|-0.1277762|0.018826444|-0.13899867|0.07546785|0.19137472|-0.15942673|-0.20747796|0.15445255|-0.117156014|-0.15848581|0.124938846|-0.07452027|0.21584636|-0.05242272|0.060837366|0.16486712|0.149793|0.081967786|-0.1030379|0.13888654|-0.039671678|0.16199584|-0.1142085|0.070689194|-0.167639|-0.094955005|0.18620571|-0.13404411|-0.17071918|-0.065116435|0.048929285|-0.106738806|-0.20877738|0.10893135|-0.009648178|0.12819548|-0.1905892|0.065587625|0.1292453|0.20857579|0.21019295|-0.16209623|-0.14785126|0.14861134|0.13597064|-0.14124316|-0.04825913|-0.11161538|-0.15374748|0.0348468|0.16670816|0.056341078|-0.13242052|-0.22419758|-0.12008369|0.10683003|-0.15627721|-0.11365668|0.1288921|-0.23153795|-0.17923024|-0.20957817|-0.24795231|0.101693936|-0.22297123|0.13638957|-0.12462925|-0.048658866|-0.21369395|-0.14551732|-0.11287858|0.050930038|-0.11517367|0.13544518|-0.15585114|-0.11149406|-0.1541821|0.1874704|0.0963745|0.094086945|-0.10620861|-0.16318241|0.1811481|0.28572178|0.20949885|-0.13172054|0.13936377|0.24392302|-0.10035993|-0.0195843|0.113245465|0.14665464|-0.09688317|0.1388464
